station_name,city,state,lat,lon,timestamp,PM2.5,PM10,NO2,SO2,CO,O3,NH3,PM2.5_sub_index,PM10_sub_index,NO2_sub_index,SO2_sub_index,CO_sub_index,O3_sub_index,NH3_sub_index,aqi,dominant_pollutant,aqi_category,snapshot_fetch_time,station_id,valid_pollutant_count,has_particulate,aqi_is_valid,aqi_quality_flag,reported_aqi,reported_aqi_category,reported_dominant_pollutant
"Nerul, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.008751,73.01662,2026-07-16 05:00:00,10.0,,9.0,,,,1.0,16.67,,11.25,,,,0.25,16.67,PM2.5,Good,2026-07-16 05:38:19,maharashtra__navi_mumbai__nerul_navi_mumbai_mpcb,3,True,True,Valid AQI,16.67,Good,PM2.5
"Sanpada, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.0575752,73.0151367,2026-07-16 05:00:00,25.0,37.0,3.0,5.0,4.0,10.0,1.0,41.67,37.0,3.75,6.25,124.81,10.0,0.25,124.81,CO,Moderate,2026-07-16 05:38:19,maharashtra__navi_mumbai__sanpada_navi_mumbai_mpcb,7,True,True,Valid AQI,124.81,Moderate,CO
"Sector-2E Kalamboli, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.02579,73.10297,2026-07-16 05:00:00,20.0,44.0,8.0,5.0,12.0,13.0,6.0,33.33,44.0,10.0,6.25,228.26,13.0,1.5,228.26,CO,Poor,2026-07-16 05:38:19,maharashtra__navi_mumbai__sector_2e_kalamboli_navi_mumbai_mpcb,7,True,True,Valid AQI,228.26,Poor,CO
"Tondare-Taloja, Navi Mumbai - MPCB",Navi Mumbai,Maharashtra,19.063,73.1209,2026-07-16 05:00:00,25.0,64.0,5.0,21.0,14.0,36.0,5.0,41.67,64.0,6.25,26.25,256.96,36.0,1.25,256.96,CO,Poor,2026-07-16 05:38:19,maharashtra__navi_mumbai__tondare_taloja_navi_mumbai_mpcb,7,True,True,Valid AQI,256.96,Poor,CO
"Masoom Colony, Parbhani - MPCB",Parbhani,Maharashtra,19.265594,76.761463,2026-07-16 05:00:00,40.0,58.0,28.0,2.0,12.0,7.0,4.0,66.21,58.0,35.0,2.5,228.26,7.0,1.0,228.26,CO,Poor,2026-07-16 05:38:19,maharashtra__parbhani__masoom_colony_parbhani_mpcb,7,True,True,Valid AQI,228.26,Poor,CO
"Bhosari, Pune - IITM",Pimpri-Chinchwad,Maharashtra,18.640051,73.848956,2026-07-16 05:00:00,,,,,21.0,8.0,,,,,,323.85,8.0,,323.85,CO,Very Poor,2026-07-16 05:38:19,maharashtra__pimpri_chinchwad__bhosari_pune_iitm,2,False,False,Insufficient pollutants,,Unknown,
"Gavalinagar, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.63673,73.82487,2026-07-16 05:00:00,20.0,40.0,,1.0,9.0,7.0,,33.33,40.0,,1.25,187.47,7.0,,187.47,CO,Moderate,2026-07-16 05:38:19,maharashtra__pimpri_chinchwad__gavalinagar_pimpri_chinchwad_mpcb,5,True,True,Valid AQI,187.47,Moderate,CO
"Park Street Wakad, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.59051,73.77946,2026-07-16 05:00:00,17.0,29.0,13.0,,8.0,12.0,,28.33,29.0,16.25,,174.94,12.0,,174.94,CO,Moderate,2026-07-16 05:38:19,maharashtra__pimpri_chinchwad__park_street_wakad_pimpri_chinchwad_mpcb,5,True,True,Valid AQI,174.94,Moderate,CO
"Savta Mali Nagar, Pimpri-Chinchwad - IITM",Pimpri-Chinchwad,Maharashtra,18.614767,73.799516,2026-07-16 05:00:00,21.0,,18.0,,28.0,11.0,,35.0,,22.5,,364.85,11.0,,364.85,CO,Very Poor,2026-07-16 05:38:19,maharashtra__pimpri_chinchwad__savta_mali_nagar_pimpri_chinchwad_iitm,4,True,True,Valid AQI,364.85,Very Poor,CO
"Thergaon, Pimpri Chinchwad - MPCB",Pimpri-Chinchwad,Maharashtra,18.616318,73.765797,2026-07-16 05:00:00,52.0,74.0,7.0,1.0,20.0,10.0,5.0,86.48,74.0,8.75,1.25,317.99,10.0,1.25,317.99,CO,Very Poor,2026-07-16 05:38:19,maharashtra__pimpri_chinchwad__thergaon_pimpri_chinchwad_mpcb,7,True,True,Valid AQI,317.99,Very Poor,CO
"Transport Nagar-Nigdi, Pune - IITM",Pimpri-Chinchwad,Maharashtra,18.664282,73.763966,2026-07-16 05:00:00,22.0,48.0,18.0,,39.0,9.0,,36.67,48.0,22.5,,431.51,9.0,,431.51,CO,Severe,2026-07-16 05:38:19,maharashtra__pimpri_chinchwad__transport_nagar_nigdi_pune_iitm,5,True,True,Valid AQI,431.51,Severe,CO
"Dhankawadi, Pune - IITM",Pune,Maharashtra,18.459883,73.852193,2026-07-16 05:00:00,29.0,58.0,23.0,,79.0,2.0,,48.33,58.0,28.75,,500.0,2.0,,500.0,CO,Severe,2026-07-16 05:38:19,maharashtra__pune__dhankawadi_pune_iitm,5,True,True,Valid AQI,500.0,Severe,CO
"Mhada Colony, Pune - IITM",Pune,Maharashtra,18.57304,73.927715,2026-07-16 05:00:00,42.0,73.0,36.0,,44.0,10.0,,69.59,73.0,45.0,,462.64,10.0,,462.64,CO,Severe,2026-07-16 05:38:19,maharashtra__pune__mhada_colony_pune_iitm,5,True,True,Valid AQI,462.64,Severe,CO
"Panchawati_Pashan, Pune - IITM",Pune,Maharashtra,18.536457,73.805454,2026-07-16 05:00:00,28.0,54.0,9.0,,68.0,2.0,,46.67,54.0,11.25,,500.0,2.0,,500.0,CO,Severe,2026-07-16 05:38:19,maharashtra__pune__panchawati_pashan_pune_iitm,5,True,True,Valid AQI,500.0,Severe,CO
"Revenue Colony-Shivajinagar, Pune - IITM",Pune,Maharashtra,18.530085,73.849598,2026-07-16 05:00:00,28.0,34.0,,19.0,17.0,13.0,,46.67,34.0,,23.75,300.0,13.0,,300.0,CO,Poor,2026-07-16 05:38:19,maharashtra__pune__revenue_colony_shivajinagar_pune_iitm,5,True,True,Valid AQI,300.0,Poor,CO
"Savitribai Phule Pune University, Pune - MPCB",Pune,Maharashtra,18.547056,73.826908,2026-07-16 05:00:00,21.0,33.0,8.0,4.0,26.0,9.0,1.0,35.0,33.0,10.0,5.0,353.14,9.0,0.25,353.14,CO,Very Poor,2026-07-16 05:38:19,maharashtra__pune__savitribai_phule_pune_university_pune_mpcb,7,True,True,Valid AQI,353.14,Very Poor,CO
"Vijay Nagar, Sangli - MPCB",Sangli,Maharashtra,16.5038,74.3623,2026-07-16 05:00:00,32.0,55.0,2.0,7.0,13.0,17.0,0.0,52.69,55.0,2.5,8.75,242.61,17.0,0.0,242.61,CO,Poor,2026-07-16 05:38:19,maharashtra__sangli__vijay_nagar_sangli_mpcb,7,True,True,Valid AQI,242.61,Poor,CO
"Dnyaneshwar Nagar, Solapur - MPCB",Solapur,Maharashtra,17.6336264,75.9132495,2026-07-16 05:00:00,33.0,43.0,10.0,2.0,7.0,8.0,9.0,54.38,43.0,12.5,2.5,162.41,8.0,2.25,162.41,CO,Moderate,2026-07-16 05:38:19,maharashtra__solapur__dnyaneshwar_nagar_solapur_mpcb,7,True,True,Valid AQI,162.41,Moderate,CO
"Ratandeep Housing Society, Solapur - MPCB",Solapur,Maharashtra,17.65439,75.90649,2026-07-16 05:00:00,33.0,45.0,,3.0,18.0,7.0,4.0,54.38,45.0,,3.75,306.27,7.0,1.0,306.27,CO,Very Poor,2026-07-16 05:38:19,maharashtra__solapur__ratandeep_housing_society_solapur_mpcb,6,True,True,Valid AQI,306.27,Very Poor,CO
"Kasarvadavali, Thane - MPCB",Thane,Maharashtra,19.26777,72.97182,2026-07-16 05:00:00,23.0,57.0,10.0,3.0,15.0,68.0,0.0,38.33,57.0,12.5,3.75,271.3,68.0,0.0,271.3,CO,Poor,2026-07-16 05:38:19,maharashtra__thane__kasarvadavali_thane_mpcb,7,True,True,Valid AQI,271.3,Poor,CO
"Upvan Fort, Thane - MPCB",Thane,Maharashtra,19.222279,72.957979,2026-07-16 05:00:00,23.0,33.0,,3.0,12.0,0.0,,38.33,33.0,,3.75,228.26,0.0,,228.26,CO,Poor,2026-07-16 05:38:19,maharashtra__thane__upvan_fort_thane_mpcb,5,True,True,Valid AQI,228.26,Poor,CO
"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",Ulhasnagar,Maharashtra,19.235581,73.159121,2026-07-16 05:00:00,49.0,57.0,,7.0,23.0,13.0,3.0,81.41,57.0,,8.75,335.56,13.0,0.75,335.56,CO,Very Poor,2026-07-16 05:38:19,maharashtra__ulhasnagar__sidhi_vinayak_nagar_ulhasnagar_mpcb,6,True,True,Valid AQI,335.56,Very Poor,CO
"Vithalwadi, Ulhasnagar - MPCB",Ulhasnagar,Maharashtra,19.2307571,73.155192,2026-07-16 05:00:00,20.0,40.0,10.0,12.0,22.0,10.0,0.0,33.33,40.0,12.5,15.0,329.7,10.0,0.0,329.7,CO,Very Poor,2026-07-16 05:38:19,maharashtra__ulhasnagar__vithalwadi_ulhasnagar_mpcb,7,True,True,Valid AQI,329.7,Very Poor,CO
"Bolinj, Virar - MPCB",Virar,Maharashtra,19.445821,72.7988231,2026-07-16 05:00:00,39.0,78.0,15.0,3.0,26.0,23.0,9.0,64.52,78.0,18.75,3.75,353.14,23.0,2.25,353.14,CO,Very Poor,2026-07-16 05:38:19,maharashtra__virar__bolinj_virar_mpcb,7,True,True,Valid AQI,353.14,Very Poor,CO
"Tamulikuchi, Byrnihat - Meghalaya PCB",Byrnihat,Meghalaya,26.079047,91.875185,2026-07-16 05:00:00,95.0,62.0,,,7.0,,0.0,214.66,62.0,,,162.41,,0.0,214.66,PM2.5,Poor,2026-07-16 05:38:19,meghalaya__byrnihat__tamulikuchi_byrnihat_meghalaya_pcb,4,True,True,Valid AQI,214.66,Poor,PM2.5
"Lumpyngngad, Shillong - Meghalaya PCB",Shillong,Meghalaya,25.5586,91.8985,2026-07-16 05:00:00,,,0.0,10.0,14.0,15.0,0.0,,,0.0,12.5,256.96,15.0,0.0,256.96,CO,Poor,2026-07-16 05:38:19,meghalaya__shillong__lumpyngngad_shillong_meghalaya_pcb,5,False,False,Insufficient pollutants,,Unknown,
"Sikulpuikawn, Aizawl - Mizoram PCB",Aizawl,Mizoram,23.7176342,92.7192841,2026-07-16 05:00:00,,13.0,1.0,15.0,3.0,6.0,0.0,,13.0,1.25,18.75,112.28,6.0,0.0,112.28,CO,Moderate,2026-07-16 05:38:19,mizoram__aizawl__sikulpuikawn_aizawl_mizoram_pcb,6,True,True,Valid AQI,112.28,Moderate,CO
"PWD Junction, Kohima - NPCB",Kohima,Nagaland,25.6635413,94.0989878,2026-07-16 05:00:00,1.0,,4.0,53.0,4.0,,1.0,1.67,,5.0,66.08,124.81,,0.25,124.81,CO,Moderate,2026-07-16 05:38:19,nagaland__kohima__pwd_junction_kohima_npcb,5,True,True,Valid AQI,124.81,Moderate,CO
"Hakimapada, Angul - OSPCB",Angul,Odisha,20.832874,85.104082,2026-07-16 05:00:00,32.0,70.0,20.0,24.0,64.0,14.0,3.0,52.69,70.0,25.0,30.0,500.0,14.0,0.75,500.0,CO,Severe,2026-07-16 05:38:19,odisha__angul__hakimapada_angul_ospcb,7,True,True,Valid AQI,500.0,Severe,CO
"Kalidaspur, Balasore - OSPCB",Balasore,Odisha,21.51161,86.89088,2026-07-16 05:00:00,24.0,32.0,12.0,4.0,33.0,38.0,3.0,40.0,32.0,15.0,5.0,394.14,38.0,0.75,394.14,CO,Very Poor,2026-07-16 05:38:19,odisha__balasore__kalidaspur_balasore_ospcb,7,True,True,Valid AQI,394.14,Very Poor,CO
"Forest Office, Barbil - OSPCB",Barbil,Odisha,22.1166054,85.3945546,2026-07-16 05:00:00,41.0,76.0,5.0,12.0,19.0,26.0,2.0,67.9,76.0,6.25,15.0,312.13,26.0,0.5,312.13,CO,Very Poor,2026-07-16 05:38:19,odisha__barbil__forest_office_barbil_ospcb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Meher Colony, Baripada - OSPCB",Baripada,Odisha,21.941841,86.728318,2026-07-16 05:00:00,29.0,36.0,15.0,10.0,4.0,25.0,2.0,48.33,36.0,18.75,12.5,124.81,25.0,0.5,124.81,CO,Moderate,2026-07-16 05:38:19,odisha__baripada__meher_colony_baripada_ospcb,7,True,True,Valid AQI,124.81,Moderate,CO
"Lingraj Mandir, Bhubaneswar - OSPCB",Bhubaneswar,Odisha,20.24079,85.836784,2026-07-16 05:00:00,64.0,60.0,22.0,4.0,41.0,26.0,4.0,111.24,60.0,27.5,5.0,443.96,26.0,1.0,443.96,CO,Severe,2026-07-16 05:38:19,odisha__bhubaneswar__lingraj_mandir_bhubaneswar_ospcb,7,True,True,Valid AQI,443.96,Severe,CO
"Patia, Bhubaneswar - OSPCB",Bhubaneswar,Odisha,20.34652,85.8163,2026-07-16 05:00:00,37.0,65.0,10.0,12.0,47.0,44.0,2.0,61.14,65.0,12.5,15.0,481.32,44.0,0.5,481.32,CO,Severe,2026-07-16 05:38:19,odisha__bhubaneswar__patia_bhubaneswar_ospcb,7,True,True,Valid AQI,481.32,Severe,CO
"Tata Township, Bileipada - OSPCB",Bileipada,Odisha,22.06156703,85.47409613,2026-07-16 05:00:00,76.0,98.0,16.0,8.0,24.0,15.0,5.0,152.21,98.0,20.0,10.0,341.42,15.0,1.25,341.42,CO,Very Poor,2026-07-16 05:38:19,odisha__bileipada__tata_township_bileipada_ospcb,7,True,True,Valid AQI,341.42,Very Poor,CO
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,Odisha,21.8004996,83.8396977,2026-07-16 05:00:00,25.0,35.0,23.0,24.0,28.0,42.0,4.0,41.67,35.0,28.75,30.0,364.85,42.0,1.0,364.85,CO,Very Poor,2026-07-16 05:38:19,odisha__brajrajnagar__gm_office_brajrajnagar_ospcb,7,True,True,Valid AQI,364.85,Very Poor,CO
"Ferro Chrome Colony, Byasanagar - OSPCB",Byasanagar,Odisha,20.94185,86.1151,2026-07-16 05:00:00,,,,,23.0,31.0,,,,,,335.56,31.0,,335.56,CO,Very Poor,2026-07-16 05:38:19,odisha__byasanagar__ferro_chrome_colony_byasanagar_ospcb,2,False,False,Insufficient pollutants,,Unknown,
"CDA Area, Cuttack - OSPCB",Cuttack,Odisha,20.48891,85.84768,2026-07-16 05:00:00,57.0,78.0,30.0,13.0,55.0,47.0,8.0,94.93,78.0,37.5,16.25,500.0,47.0,2.0,500.0,CO,Severe,2026-07-16 05:38:19,odisha__cuttack__cda_area_cuttack_ospcb,7,True,True,Valid AQI,500.0,Severe,CO
"Jagamohanpur, Keonjhar - OSPCB",Keonjhar,Odisha,21.6439,85.599355,2026-07-16 05:00:00,31.0,63.0,14.0,13.0,35.0,17.0,2.0,51.0,63.0,17.5,16.25,406.6,17.0,0.5,406.6,CO,Severe,2026-07-16 05:38:19,odisha__keonjhar__jagamohanpur_keonjhar_ospcb,7,True,True,Valid AQI,406.6,Severe,CO
"Divisional Forest Office, Rairangpur - OSPCB",Rairangpur,Odisha,22.265816,86.174829,2026-07-16 05:00:00,22.0,38.0,6.0,7.0,15.0,7.0,3.0,36.67,38.0,7.5,8.75,271.3,7.0,0.75,271.3,CO,Poor,2026-07-16 05:38:19,odisha__rairangpur__divisional_forest_office_rairangpur_ospcb,7,True,True,Valid AQI,271.3,Poor,CO
"Fertilizer Township, Rourkela - OSPCB",Rourkela,Odisha,22.18972222,84.86277778,2026-07-16 05:00:00,64.0,58.0,11.0,11.0,18.0,,,111.24,58.0,13.75,13.75,306.27,,,306.27,CO,Very Poor,2026-07-16 05:38:19,odisha__rourkela__fertilizer_township_rourkela_ospcb,5,True,True,Valid AQI,306.27,Very Poor,CO
"Raghunathpali, Rourkela - OSPCB",Rourkela,Odisha,22.220833,84.809444,2026-07-16 05:00:00,33.0,155.0,15.0,6.0,43.0,8.0,2.0,54.38,136.88,18.75,7.5,456.42,8.0,0.5,456.42,CO,Severe,2026-07-16 05:38:19,odisha__rourkela__raghunathpali_rourkela_ospcb,7,True,True,Valid AQI,456.42,Severe,CO
"Sector-2, Rourkela - OSPCB",Rourkela,Odisha,22.245,84.88111111,2026-07-16 05:00:00,53.0,57.0,11.0,,18.0,,,88.17,57.0,13.75,,306.27,,,306.27,CO,Very Poor,2026-07-16 05:38:19,odisha__rourkela__sector_2_rourkela_ospcb,4,True,True,Valid AQI,306.27,Very Poor,CO
"OMC Colony, Suakati - OSPCB",Suakati,Odisha,21.606865,85.510538,2026-07-16 05:00:00,42.0,88.0,18.0,3.0,8.0,16.0,3.0,69.59,88.0,22.5,3.75,174.94,16.0,0.75,174.94,CO,Moderate,2026-07-16 05:38:19,odisha__suakati__omc_colony_suakati_ospcb,7,True,True,Valid AQI,174.94,Moderate,CO
"Talcher Coalfields,Talcher - OSPCB",Talcher,Odisha,20.9360711,85.1707021,2026-07-16 05:00:00,,35.0,40.0,58.0,26.0,18.0,7.0,,35.0,50.0,72.36,353.14,18.0,1.75,353.14,CO,Very Poor,2026-07-16 05:38:19,odisha__talcher__talcher_coalfields_talcher_ospcb,6,True,True,Valid AQI,353.14,Very Poor,CO
"Barsua Iron Ore Mines, Tensa - OSPCB",Tensa,Odisha,21.869985,85.167016,2026-07-16 05:00:00,27.0,55.0,,31.0,,,,45.0,55.0,,38.75,,,,55.0,PM10,Satisfactory,2026-07-16 05:38:19,odisha__tensa__barsua_iron_ore_mines_tensa_ospcb,3,True,True,Valid AQI,55.0,Satisfactory,PM10
"Jawahar Nagar, Puducherry - PPCC",Puducherry,Puducherry,11.9309,79.8027,2026-07-16 05:00:00,29.0,54.0,10.0,8.0,16.0,33.0,3.0,48.33,54.0,12.5,10.0,285.65,33.0,0.75,285.65,CO,Poor,2026-07-16 05:38:19,puducherry__puducherry__jawahar_nagar_puducherry_ppcc,7,True,True,Valid AQI,285.65,Poor,CO
"Golden Temple, Amritsar - PPCB",Amritsar,Punjab,31.62,74.876512,2026-07-16 05:00:00,99.0,106.0,16.0,13.0,29.0,39.0,7.0,228.31,104.32,20.0,16.25,370.71,39.0,1.75,370.71,CO,Very Poor,2026-07-16 05:38:19,punjab__amritsar__golden_temple_amritsar_ppcb,7,True,True,Valid AQI,370.71,Very Poor,CO
"Hardev Nagar, Bathinda - PPCB",Bathinda,Punjab,30.233011,74.907758,2026-07-16 05:00:00,24.0,37.0,32.0,16.0,66.0,,,40.0,37.0,40.0,20.0,500.0,,,500.0,CO,Severe,2026-07-16 05:38:19,punjab__bathinda__hardev_nagar_bathinda_ppcb,5,True,True,Valid AQI,500.0,Severe,CO
"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,31.321907,75.578914,2026-07-16 05:00:00,46.0,77.0,32.0,14.0,41.0,45.0,4.0,76.34,77.0,40.0,17.5,443.96,45.0,1.0,443.96,CO,Severe,2026-07-16 05:38:19,punjab__jalandhar__civil_line_jalandhar_ppcb,7,True,True,Valid AQI,443.96,Severe,CO
"Kalal Majra, Khanna - PPCB",Khanna,Punjab,30.736056,76.209694,2026-07-16 05:00:00,44.0,70.0,28.0,15.0,45.0,24.0,7.0,72.97,70.0,35.0,18.75,468.87,24.0,1.75,468.87,CO,Severe,2026-07-16 05:38:19,punjab__khanna__kalal_majra_khanna_ppcb,7,True,True,Valid AQI,468.87,Severe,CO
"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,Punjab,30.9028,75.8086,2026-07-16 05:00:00,92.0,106.0,32.0,11.0,25.0,71.0,7.0,204.41,104.32,40.0,13.75,347.28,71.0,1.75,347.28,CO,Very Poor,2026-07-16 05:38:19,punjab__ludhiana__punjab_agricultural_university_ludhiana_ppcb,7,True,True,Valid AQI,347.28,Very Poor,CO
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,Punjab,30.649961,76.331442,2026-07-16 05:00:00,93.0,117.0,24.0,26.0,50.0,39.0,5.0,207.83,111.63,30.0,32.5,500.0,39.0,1.25,500.0,CO,Severe,2026-07-16 05:38:19,punjab__mandi_gobindgarh__rimt_university_mandi_gobindgarh_ppcb,7,True,True,Valid AQI,500.0,Severe,CO
"Model Town, Patiala - PPCB",Patiala,Punjab,30.349388,76.366642,2026-07-16 05:00:00,67.0,123.0,17.0,11.0,27.0,18.0,6.0,121.48,115.62,21.25,13.75,358.99,18.0,1.5,358.99,CO,Very Poor,2026-07-16 05:38:19,punjab__patiala__model_town_patiala_ppcb,7,True,True,Valid AQI,358.99,Very Poor,CO
"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,Punjab,31.0325454,76.5623046,2026-07-16 05:00:00,106.0,68.0,27.0,12.0,50.0,,,252.21,68.0,33.75,15.0,500.0,,,500.0,CO,Severe,2026-07-16 05:38:19,punjab__rupnagar__ratanpura_rupnagar_ambuja_cements,5,True,True,Valid AQI,500.0,Severe,CO
"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,26.470859,74.646594,2026-07-16 05:00:00,88.0,109.0,39.0,4.0,17.0,15.0,5.0,193.17,106.32,48.75,5.0,300.0,15.0,1.25,300.0,CO,Poor,2026-07-16 05:38:19,rajasthan__ajmer__civil_lines_ajmer_rspcb,7,True,True,Valid AQI,300.0,Poor,CO
"Moti Doongri, Alwar - RSPCB",Alwar,Rajasthan,27.554793,76.611536,2026-07-16 05:00:00,115.0,95.0,57.0,40.0,25.0,23.0,10.0,282.93,95.0,71.1,50.0,347.28,23.0,2.5,347.28,CO,Very Poor,2026-07-16 05:38:19,rajasthan__alwar__moti_doongri_alwar_rspcb,7,True,True,Valid AQI,347.28,Very Poor,CO
"Rati Talai, Banswara - RSPCB",Banswara,Rajasthan,23.55519,74.44001,2026-07-16 05:00:00,63.0,96.0,24.0,4.0,9.0,23.0,2.0,107.83,96.0,30.0,5.0,187.47,23.0,0.5,187.47,CO,Moderate,2026-07-16 05:38:19,rajasthan__banswara__rati_talai_banswara_rspcb,7,True,True,Valid AQI,187.47,Moderate,CO
"Bamboliya, Baran - RSPCB",Baran,Rajasthan,25.106006,76.469948,2026-07-16 05:00:00,48.0,98.0,19.0,12.0,36.0,30.0,5.0,79.72,98.0,23.75,15.0,412.83,30.0,1.25,412.83,CO,Severe,2026-07-16 05:38:19,rajasthan__baran__bamboliya_baran_rspcb,7,True,True,Valid AQI,412.83,Severe,CO
"Railway Colony, Barmer - RSPCB",Barmer,Rajasthan,25.747299,71.393989,2026-07-16 05:00:00,25.0,96.0,8.0,3.0,10.0,29.0,6.0,41.67,96.0,10.0,3.75,200.0,29.0,1.5,200.0,CO,Moderate,2026-07-16 05:38:19,rajasthan__barmer__railway_colony_barmer_rspcb,7,True,True,Valid AQI,200.0,Moderate,CO
"Krishna Nagar, Bharatpur - RSPCB",Bharatpur,Rajasthan,27.215415,77.50873,2026-07-16 05:00:00,28.0,69.0,16.0,,12.0,26.0,8.0,46.67,69.0,20.0,,228.26,26.0,2.0,228.26,CO,Poor,2026-07-16 05:38:19,rajasthan__bharatpur__krishna_nagar_bharatpur_rspcb,6,True,True,Valid AQI,228.26,Poor,CO
"Pratap Nagar, Bhilwara - RSPCB",Bhilwara,Rajasthan,25.339605,74.618883,2026-07-16 05:00:00,51.0,104.0,14.0,7.0,38.0,33.0,5.0,84.79,102.99,17.5,8.75,425.28,33.0,1.25,425.28,CO,Severe,2026-07-16 05:38:19,rajasthan__bhilwara__pratap_nagar_bhilwara_rspcb,7,True,True,Valid AQI,425.28,Severe,CO
"RIICO Ind. Area III, Bhiwadi - RSPCB",Bhiwadi,Rajasthan,28.194909,76.862296,2026-07-16 05:00:00,104.0,129.0,36.0,12.0,28.0,10.0,10.0,245.38,119.6,45.0,15.0,364.85,10.0,2.5,364.85,CO,Very Poor,2026-07-16 05:38:19,rajasthan__bhiwadi__riico_ind_area_iii_bhiwadi_rspcb,7,True,True,Valid AQI,364.85,Very Poor,CO
"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",Bhiwadi,Rajasthan,28.207266,76.829265,2026-07-16 05:00:00,69.0,100.0,17.0,8.0,17.0,25.0,7.0,128.31,100.0,21.25,10.0,300.0,25.0,1.75,300.0,CO,Poor,2026-07-16 05:38:19,rajasthan__bhiwadi__vasundhara_nagar_uit_bhiwadi_rspcb,7,True,True,Valid AQI,300.0,Poor,CO
"MM Ground, Bikaner - RSPCB",Bikaner,Rajasthan,28.018792,73.292658,2026-07-16 05:00:00,29.0,141.0,12.0,6.0,14.0,35.0,5.0,48.33,127.58,15.0,7.5,256.96,35.0,1.25,256.96,CO,Poor,2026-07-16 05:38:19,rajasthan__bikaner__mm_ground_bikaner_rspcb,7,True,True,Valid AQI,256.96,Poor,CO
"New Colony, Bundi - RSPCB",Bundi,Rajasthan,25.435774,75.644272,2026-07-16 05:00:00,34.0,80.0,30.0,5.0,14.0,40.0,,56.07,80.0,37.5,6.25,256.96,40.0,,256.96,CO,Poor,2026-07-16 05:38:19,rajasthan__bundi__new_colony_bundi_rspcb,6,True,True,Valid AQI,256.96,Poor,CO
"Shastri Nagar, Chittorgarh - RSPCB",Chittorgarh,Rajasthan,24.892047,74.623527,2026-07-16 05:00:00,61.0,84.0,58.0,11.0,5.0,28.0,5.0,101.0,84.0,72.36,13.75,137.34,28.0,1.25,137.34,CO,Moderate,2026-07-16 05:38:19,rajasthan__chittorgarh__shastri_nagar_chittorgarh_rspcb,7,True,True,Valid AQI,137.34,Moderate,CO
"Subash Chowk, Churu - RSPCB",Churu,Rajasthan,28.296139,74.961696,2026-07-16 05:00:00,37.0,163.0,4.0,3.0,19.0,25.0,6.0,61.14,142.19,5.0,3.75,312.13,25.0,1.5,312.13,CO,Very Poor,2026-07-16 05:38:19,rajasthan__churu__subash_chowk_churu_rspcb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Khatikan Mohalla, Dausa - RSPCB",Dausa,Rajasthan,26.895552,76.334753,2026-07-16 05:00:00,46.0,118.0,34.0,2.0,39.0,13.0,12.0,76.34,112.3,42.5,2.5,431.51,13.0,3.0,431.51,CO,Severe,2026-07-16 05:38:19,rajasthan__dausa__khatikan_mohalla_dausa_rspcb,7,True,True,Valid AQI,431.51,Severe,CO
"Raja Ganj, Dholpur - RSPCB",Dholpur,Rajasthan,26.699557,77.898881,2026-07-16 05:00:00,49.0,40.0,12.0,5.0,21.0,19.0,5.0,81.41,40.0,15.0,6.25,323.85,19.0,1.25,323.85,CO,Very Poor,2026-07-16 05:38:19,rajasthan__dholpur__raja_ganj_dholpur_rspcb,7,True,True,Valid AQI,323.85,Very Poor,CO
"Bhoiwada, Dungarpur - RSPCB",Dungarpur,Rajasthan,23.837789,73.714926,2026-07-16 05:00:00,42.0,47.0,12.0,9.0,30.0,31.0,12.0,69.59,47.0,15.0,11.25,376.57,31.0,3.0,376.57,CO,Very Poor,2026-07-16 05:38:19,rajasthan__dungarpur__bhoiwada_dungarpur_rspcb,7,True,True,Valid AQI,376.57,Very Poor,CO
"Housing Board, Hanumangarh - RSPCB",Hanumangarh,Rajasthan,29.61075,74.283608,2026-07-16 05:00:00,29.0,96.0,5.0,5.0,17.0,54.0,10.0,48.33,96.0,6.25,6.25,300.0,54.0,2.5,300.0,CO,Poor,2026-07-16 05:38:19,rajasthan__hanumangarh__housing_board_hanumangarh_rspcb,7,True,True,Valid AQI,300.0,Poor,CO
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,Rajasthan,26.902909,75.836858,2026-07-16 05:00:00,89.0,97.0,38.0,24.0,27.0,49.0,5.0,196.59,97.0,47.5,30.0,358.99,49.0,1.25,358.99,CO,Very Poor,2026-07-16 05:38:19,rajasthan__jaipur__adarsh_nagar_jaipur_rspcb,7,True,True,Valid AQI,358.99,Very Poor,CO
